date,game_id,q10_total,q50_total,q90_total,q10_margin,q50_margin,q90_margin
2025-11-30,401809079,136.21680761852744,137.48187622101634,138.7571249733795,3.238101046174624,11.332535063181348,17.67458298826366
2025-11-30,401811970,135.73459473887323,162.86827879054155,178.0014737941235,-8.033769741825191,8.178517552649723,33.26395979041454
2025-11-30,401812580,127.58900211211287,156.53307140781217,169.6920668598029,0.2772713375707639,11.506867384073702,15.382283499033797
2025-11-30,401812648,131.13040564410304,131.47774106222064,141.81359826994196,3.3594008580290393,39.760970521605486,50.68803376906074
2025-11-30,401817200,111.95359959894076,142.12672873751157,159.5864792146032,-9.520948301261985,-3.027584111678457,33.21295535224287
2025-11-30,401818302,145.97147403426777,148.9938602924664,165.0164509058165,0.8737970805039275,8.087125822312164,8.127382735943353
2025-11-30,401819901,144.28235430628783,145.72570422633777,161.69979959818508,14.054761692585606,22.347930402737813,33.85816433681634
2025-11-30,401819918,112.13987207927218,130.87245035738533,158.0907445466333,-8.06302348951555,11.49677509094621,15.022458052056388
2025-11-30,401820189,115.79230555044633,151.1639346252962,152.63779945103394,-6.40706504897692,11.978640126795572,23.439513377401475
2025-11-30,401820581,127.1639010551464,129.0050679767718,139.018978368454,0.877712194380346,5.973144509283332,15.680714853180016
2025-11-30,401820627,120.13590256385928,132.73455408509065,137.02542302491543,-9.986235070649258,8.311660961135718,18.06057444730262
2025-11-30,401822183,100.08118853737412,120.28846146232414,131.98009676763928,3.787108616717527,13.369643984437575,14.780137704379296
2025-11-30,401822324,94.97030500223859,126.03091200059927,161.78926111884925,-4.103303046774547,1.1810654160560885,3.2019284032989805
2025-11-30,401822669,141.5954994918188,155.4471982556772,173.72937350285142,2.0069766002864586,15.348991424585774,19.572456889556648
2025-11-30,401823191,125.09861560030589,126.69966778463726,128.6579802698297,-0.1884099113909902,0.1951471408461691,19.50818951555756
2025-11-30,401823310,140.79895683642462,145.78376191632017,152.19678788910423,-13.709040665599485,-6.561303281379334,9.272339609772633
2025-11-30,401823326,96.75691985133408,120.69144582441723,154.57980432038008,-11.23599469451996,5.145898324210518,7.447754652610431
2025-11-30,401823405,127.39383292778886,131.42257065033002,134.85605772538588,-13.509740104436178,0.6247248152995141,7.717242090393675
2025-11-30,401823736,146.08081378641572,147.5953914680191,155.07326539846352,0.004674474991314109,12.885017906998254,13.970985170886989
2025-11-30,401824863,134.18682012246853,145.16888191367633,145.72572209836915,-2.4659735036271133,11.600218666901917,15.639963092867035
2025-11-30,401826735,136.34500687273476,157.15797529138973,172.47021079202736,5.6625104667704775,16.672076197886838,18.97894087396405
2025-11-30,401826942,132.33349963282404,134.43411337142595,137.1524697386366,-4.257044326461272,-2.1051033372707058,1.73204895926322
2025-11-30,401826993,128.62155974544845,133.72169613389082,155.13257226367062,-11.036086941450769,6.7716253731974945,27.939346943646996
2025-11-30,401827042,132.11498540482017,159.18068204092944,173.04764855393648,5.931757383083857,15.273496629692925,21.438799666877767
2025-11-30,401827174,137.63221263698773,146.4358338882765,149.94361296645118,11.594541302119676,12.208579974956749,12.846236877968122
2025-11-30,401827508,148.80153209101476,166.5736776383095,174.77830846471812,-8.421238648124003,-1.0481882972068712,15.635078374422585
2025-11-30,401828271,107.45207787475026,136.1159314867999,164.62429401994598,-1.9169860117070288,5.381439355206944,29.93055136998957
2025-11-30,401828684,128.48875245602005,129.32707656231568,131.64660338580688,-7.08815315144899,2.091526881260389,4.616504719220579
2025-11-30,401829326,135.48940519561944,135.90896442998636,149.29868634815804,-13.294225681110358,-4.5301748765131284,11.902971089346005
2025-11-30,401829388,143.07413689826188,146.48857090704126,158.7920723982798,0.8141011020125869,10.407791679520022,14.620247979208012
2025-11-30,401829404,120.51400098892634,155.58221148856757,170.1627534182881,-10.75697754987592,6.855224775149815,33.612751687366114
2025-11-30,401831376,80.7408750305853,122.78874672493406,134.08471105709472,5.555797190377158,7.103090445765885,7.647442800012703
2025-11-30,401831380,96.16680181962552,122.33272272984246,154.4224846618815,-21.09975751631384,-8.878622456536405,7.053964054152949
